82.1393804843	88.3022221559	3.0000000000	
82.1393804843	88.3022221559	103.0000000000	
56.4278760969	57.6604444312	103.0000000000	
85.6256101942	48.4544342323	103.0000000000	
112.7811582091	62.5907177685	103.0000000000	
121.9871684080	91.7884518659	103.0000000000	
107.8508848718	118.9439998807	103.0000000000	
78.6531507744	128.1500100796	103.0000000000	
51.4976027596	114.0137265434	103.0000000000	
42.2915925607	84.8159924460	103.0000000000	
56.4278760969	57.6604444312	103.0000000000	
82.1393804843	88.3022221559	103.0000000000	
82.1393804843	88.3022221559	3.0000000000	
