95.9641016151	85.0096189432	6.0000000000	
92.8999238427	87.5807693820	6.0000000000	
92.8999238427	87.5807693820	8.0000000000	
95.9641016151	85.0096189432	8.0000000000	
#

95.9641016151	85.0096189432	6.0000000000	
92.2053964489	83.6416162116	6.0000000000	
92.2053964489	83.6416162116	8.0000000000	
95.9641016151	85.0096189432	8.0000000000	
#

95.9641016151	85.0096189432	6.0000000000	
95.2695742214	81.0704657729	6.0000000000	
95.2695742214	81.0704657729	8.0000000000	
95.9641016151	85.0096189432	8.0000000000	
#

95.9641016151	85.0096189432	6.0000000000	
99.0282793876	82.4384685045	6.0000000000	
99.0282793876	82.4384685045	8.0000000000	
95.9641016151	85.0096189432	8.0000000000	
#

95.9641016151	85.0096189432	6.0000000000	
99.7228067813	86.3776216748	6.0000000000	
99.7228067813	86.3776216748	8.0000000000	
95.9641016151	85.0096189432	8.0000000000	
#

95.9641016151	85.0096189432	6.0000000000	
96.6586290089	88.9487721136	6.0000000000	
96.6586290089	88.9487721136	8.0000000000	
95.9641016151	85.0096189432	8.0000000000	
#

95.9641016151	85.0096189432	6.0000000000	
92.8999238427	87.5807693820	6.0000000000	
92.8999238427	87.5807693820	8.0000000000	
95.9641016151	85.0096189432	8.0000000000	
#

