105.0000000000	100.0000000000	40.0000000000	
106.5000000000	100.0000000000	40.0000000000	
106.5000000000	100.0000000000	42.0000000000	
105.0000000000	100.0000000000	42.0000000000	
#

105.0000000000	100.0000000000	40.0000000000	
105.7500000000	103.4640000000	40.0000000000	
105.7500000000	103.4640000000	42.0000000000	
105.0000000000	100.0000000000	42.0000000000	
#

105.0000000000	100.0000000000	40.0000000000	
104.2500000000	103.4640000000	40.0000000000	
104.2500000000	103.4640000000	42.0000000000	
105.0000000000	100.0000000000	42.0000000000	
#

105.0000000000	100.0000000000	40.0000000000	
103.5000000000	100.0000000000	40.0000000000	
103.5000000000	100.0000000000	42.0000000000	
105.0000000000	100.0000000000	42.0000000000	
#

105.0000000000	100.0000000000	40.0000000000	
104.2500000000	96.5360000000	40.0000000000	
104.2500000000	96.5360000000	42.0000000000	
105.0000000000	100.0000000000	42.0000000000	
#

105.0000000000	100.0000000000	40.0000000000	
105.7500000000	96.5360000000	40.0000000000	
105.7500000000	96.5360000000	42.0000000000	
105.0000000000	100.0000000000	42.0000000000	
#

105.0000000000	100.0000000000	40.0000000000	
106.5000000000	100.0000000000	40.0000000000	
106.5000000000	100.0000000000	42.0000000000	
105.0000000000	100.0000000000	42.0000000000	
#

